0.191944,100.3984,-0.023781
1.200132,100.3987,-0.047562
2.208288,100.3991,-0.07399
3.216536,100.3997,-0.124191
4.2246,100.3997,-0.124191
5.23283,100.3996,-0.121552
6.240996,100.3996,-0.121552
7.249353,100.3992,-0.084557
8.224805,100.3994,-0.097771
9.345053,100.3994,-0.097771
10.46524,100.3994,-0.097771
11.58537,100.3993,-0.089844
12.7058,100.3986,-0.034355
13.82603,100.3974,0.068695
14.94628,100.3962,0.166466
16.06663,100.3957,0.2061
17.18664,100.3949,0.277443
18.30707,100.3949,0.277443
19.42732,100.3955,0.219307
20.54756,100.3957,0.20874
21.66787,100.3958,0.200813
22.78797,100.3959,0.192886
23.9084,100.3959,0.192886
25.02864,100.3952,0.245735
26.14886,100.3945,0.309151
27.26914,100.3933,0.406914
28.3894,100.3925,0.472969
29.50974,100.3924,0.488823
30.63001,100.3924,0.488823
31.75032,100.3935,0.396347
32.8705,100.3943,0.325005
33.99093,100.395,0.264229
35.11114,100.3954,0.229881
36.23141,100.3958,0.195526
37.35166,100.3958,0.195526
38.47199,100.3958,0.195526
39.59227,100.3963,0.155891
40.71256,100.3969,0.10569
41.83284,100.3971,0.092476
42.95297,100.3975,0.058128
44.07347,100.3975,0.058128
45.19369,100.3973,0.073982
46.31399,100.397,0.100403
47.43421,100.3968,0.118904
48.55441,100.3962,0.166466
49.6749,100.3949,0.272156
50.79518,100.3941,0.340858
51.91551,100.3928,0.454475
53.03578,100.3911,0.589233
54.15595,100.3901,0.681717
55.27642,100.3894,0.734558
56.39672,100.3886,0.803261
57.51703,100.3883,0.824402
58.63734,100.3883,0.824402
59.75754,100.3887,0.795334
60.87797,100.389,0.766266
61.99831,100.3894,0.731918
63.1186,100.3896,0.716064
64.23892,100.3896,0.716064
65.35926,100.3896,0.718704
66.47954,100.3894,0.731918
67.59983,100.3894,0.731918
68.72021,100.3896,0.721352
69.84059,100.3898,0.705498
70.96091,100.3898,0.705498
72.08128,100.3895,0.726631
73.20161,100.3895,0.726631
74.32181,100.3895,0.726631
75.44232,100.3895,0.726631
76.56257,100.3894,0.731918
77.68299,100.3893,0.745132
78.80336,100.3891,0.760986
79.92357,100.3891,0.760986
81.04393,100.3892,0.750412
82.16436,100.3892,0.750412
83.28475,100.3892,0.750412
84.40499,100.3893,0.747772
85.5253,100.3896,0.721352
86.64581,100.3898,0.70285
87.76619,100.3899,0.689644
88.88661,100.3905,0.642082
90.00683,100.3912,0.583946
91.12726,100.3912,0.583946
92.2476,100.3905,0.644722
93.36782,100.3898,0.70285
94.48832,100.3888,0.784767
95.60864,100.3875,0.893097
96.72902,100.3865,0.980301
97.84954,100.3861,1.012009
98.96967,100.3861,1.014648
100.0901,100.386,1.019936
101.2104,100.3859,1.027863
102.3308,100.3858,1.035789
103.4512,100.3858,1.038429
104.5714,100.3858,1.041069
105.6919,100.3858,1.041069
106.8122,100.3858,1.035789
107.9326,100.3863,0.993507
109.0529,100.3863,0.993507
110.1732,100.3866,0.967087
111.2936,100.387,0.935379
112.414,100.3875,0.893097
113.5343,100.3878,0.874603
114.6547,100.3885,0.811188
115.7749,100.3891,0.760986
116.8954,100.3891,0.758339
118.0158,100.3891,0.758339
119.1362,100.3891,0.763626
120.2565,100.3888,0.787407
121.3768,100.3883,0.827042
122.4973,100.388,0.85611
123.6177,100.3877,0.877243
124.738,100.3875,0.895744
125.8584,100.3868,0.951233
126.9788,100.3861,1.014648
128.0992,100.3855,1.06221
129.2196,100.3855,1.06485
130.3399,100.3855,1.06485
131.4603,100.3861,1.014648
132.5807,100.3871,0.927452
133.7011,100.3882,0.834969
134.8215,100.3892,0.753059
135.9418,100.39,0.684357
137.0622,100.3907,0.626228
138.1826,100.391,0.59716
139.3029,100.3912,0.581306
140.4234,100.3914,0.568092
141.5436,100.3916,0.549599
142.6641,100.3919,0.525818
143.7845,100.3924,0.483543
