0,0,-0,0,843.015,774.3628,4
7.00049,0.04835,0.29448,0,843.497,771.4268,4
9.00065,1.23328,1.49961,0,855.3109,759.4116,4
41.99324,37.75987,3.19825,0,1219.484,742.476,4
45.49352,41.3121,3.08495,0,1254.9,743.6056,4
52.49409,49.70044,3.27248,0,1338.533,741.7359,4
55.99437,53.8603,3.27294,0,1380.007,741.7313,4
87.4823,92.42501,3.01963,0,1764.501,744.2568,4
102.4835,109.4762,5.54469,0,1934.503,719.0818,4
102.9835,109.7894,5.53288,0,1937.626,719.1995,4
106.4838,112.4685,5.64147,0,1964.336,718.1168,4
109.4841,115.3281,6.76359,0,1992.846,706.9292,4
113.9844,118.4754,6.73388,0,2024.225,707.2255,4
117.4847,122.9667,5.85218,0,2069.004,716.0161,4
119.4849,125.463,6.17869,0,2093.892,712.7607,4
120.985,127.1154,7.0031,0,2110.367,704.5412,4
124.9853,131.8713,10.81413,0,2157.783,666.545,4
125.9854,133.4742,11.38148,0,2173.764,660.8884,4
126.9855,135.1598,11.4606,0,2190.57,660.0996,4
129.4849,138.0085,10.27125,0,2218.972,671.9575,4
135.985,140.7658,3.93228,0,2246.463,735.1576,4
137.9837,140.912,1.81887,0,2247.92,756.2285,4
143.4842,140.109,-3.09413,0,2239.914,805.2116,4
146.4844,137.6065,-5.62721,0,2214.964,830.4666,4
149.4839,134.5794,-6.94934,0,2184.783,843.6484,4
152.9825,131.1695,-5.9751,0,2150.787,833.9351,4
155.4827,129.1425,-4.04985,0,2130.577,814.7401,4
157.9829,127.8692,-1.37092,0,2117.882,788.031,4
160.9832,127.3758,0.27478,0,2112.963,771.6232,4
164.4826,127.3802,4.4733,0,2113.007,729.7636,4
168.983,129.5935,8.84837,0,2135.074,686.1437,4
172.4833,130.1313,13.66085,0,2140.436,638.1629,4
183.4841,130.0522,26.0675,0,2139.647,514.4675,4
195.4851,132.1864,42.39559,0,2160.925,351.675,4
198.4854,132.1818,42.34592,0,2160.879,352.1702,4
