0,0,-0,0,2167.579,503.0955,7
6.00042,1.21712,0.81142,0,2179.713,495.0056,7
9.5007,3.51852,0.49038,0,2202.659,498.2064,7
11.00082,4.46279,-1.21712,0,2212.073,515.2303,7
20.99985,4.46279,-13.79407,0,2212.073,640.6236,7
25.49949,4.71542,-16.87699,0,2214.592,671.3606,7
28.49973,5.48899,-20.04469,0,2222.304,702.9429,7
33.0001,6.99965,-23.98383,0,2237.366,742.2164,7
36.00034,7.30274,-26.77672,0,2240.388,770.0618,7
37.50046,7.02858,-28.40746,0,2237.654,786.3205,7
39.99986,5.97011,-31.33377,0,2227.101,815.496,7
42.99779,5.33171,-34.81828,0,2220.736,850.2369,7
45.49607,4.74783,-38.11542,0,2214.915,883.1097,7
55.98965,4.75417,-49.90207,0,2214.978,1000.624,7
56.98896,4.7452,-50.8848,0,2214.889,1010.422,7
59.48787,3.31933,-52.6553,0,2200.673,1028.074,7
60.98799,1.42957,-52.9387,0,2181.832,1030.899,7
63.98823,-1.26363,-52.89884,0,2154.98,1030.502,7
64.98831,-2.27747,-52.12676,0,2144.872,1022.804,7
65.98839,-2.61428,-50.8837,0,2141.514,1010.411,7
76.48924,-2.81978,-38.25425,0,2139.465,884.4938,7
80.98927,-3.0228,-33.24012,0,2137.441,834.5025,7
84.48879,-4.00933,-30.8601,0,2127.605,810.7735,7
88.98915,-5.79423,-25.83433,0,2109.81,760.6661,7
90.48927,-5.93387,-23.93021,0,2108.417,741.6819,7
93.98917,-4.56229,-20.12875,0,2122.092,703.7809,7
96.9871,-3.36638,-17.12362,0,2134.016,673.8195,7
99.48538,-3.27264,-13.92193,0,2134.95,641.8984,7
110.4778,-2.76338,-1.17166,0,2140.028,514.7771,7
113.476,-2.04409,1.73905,0,2147.199,485.757,7
114.9761,-1.29431,1.57873,0,2154.674,487.3554,7
117.4763,-0.7178,-0.28476,0,2160.422,505.9346,7
122.4767,-0.60834,-0.37925,0,2161.513,506.8766,7
