0,0,-0,0,1499.337,1965.416,3
1.5,-0.00816,0.02167,0,1499.096,1964.774,3
3.50017,-0.03048,0.03912,0,1498.434,1964.257,3
6.49898,-1.60997,0.43621,0,1451.647,1952.494,NaN
8.49915,-2.29805,0.68247,0,1431.265,1945.2,NaN
11.99943,-1.46477,0.6795,0,1455.948,1945.288,NaN
14.99967,-1.88849,1.51752,0,1443.397,1920.464,3
20.99916,-2.1209,3.9749,0,1436.513,1847.672,3
23.49804,-3.59692,3.68336,0,1392.79,1856.308,3
25.49666,-3.63252,2.65982,0,1391.736,1886.627,3
28.4946,-2.17964,2.89129,0,1434.773,1879.771,3
31.99218,-0.56044,2.75076,0,1482.736,1883.933,3
33.49115,-0.68816,1.74936,0,1478.953,1913.597,3
39.9885,-1.5536,-1.28805,0,1453.317,2003.57,3
46.48902,-3.03637,0.49506,0,1409.395,1950.751,3
47.98914,-3.04541,0.51217,0,1409.127,1950.244,3
51.48943,-3.03929,0.53574,0,1409.308,1949.546,3
