0.122977,60.18679,24.8224,65,4.586713,10
1.019526,60.18684,24.8226,30,3.069885,12
1.615527,60.18684,24.82266,30,3.043274,12
2.616393,60.18685,24.82239,30,4.261841,12
3.616398,60.18689,24.82239,10,2.28772,8
4.616398,60.1869,24.82241,10,3.427002,12
5.616403,60.18688,24.8224,10,1.715149,8
6.616408,60.18688,24.8224,10,2.579163,8
7.616414,60.18688,24.82238,10,2.201599,6
8.616416,60.18688,24.82238,5,1.427612,6
9.616421,60.18688,24.8224,5,2.312378,6
10.61643,60.18688,24.82241,5,2.678101,6
11.61643,60.18688,24.82242,5,3.846619,6
12.61644,60.18689,24.82244,5,4.517639,6
13.61644,60.1869,24.82245,5,5.68811,6
14.61644,60.18691,24.82247,5,6.895203,6
15.61644,60.18691,24.82248,5,6.74231,6
16.61644,60.18692,24.82248,5,8.015259,6
17.61644,60.18692,24.82249,5,8.259399,6
18.61644,60.18693,24.82249,5,9.060181,8
19.61643,60.18694,24.8225,5,10.67999,8
20.61644,60.18696,24.82251,5,12.20843,8
21.61644,60.18697,24.82252,5,11.94043,8
22.61644,60.18699,24.82252,5,10.86585,8
23.61644,60.18701,24.82253,10,11.14105,8
24.61644,60.18702,24.82254,10,11.59204,8
25.61644,60.18703,24.82255,10,10.84961,8
26.61644,60.18704,24.82257,5,11.39056,8
27.61643,60.18705,24.82257,5,12.01904,8
28.61644,60.18706,24.82258,10,13.04157,8
29.61644,60.18706,24.82259,5,12.172,8
30.61644,60.18708,24.82261,10,11.98523,8
31.61644,60.18709,24.82263,5,11.67804,8
32.61644,60.18711,24.82266,10,12.96454,8
33.61644,60.18712,24.82268,10,13.57416,8
34.61644,60.18713,24.82269,10,13.60272,8
35.61644,60.18714,24.82271,10,13.34937,12
36.61644,60.18716,24.82272,10,13.40033,8
37.61644,60.18716,24.82271,10,12.86792,8
38.61644,60.18715,24.8227,10,12.50427,8
39.61644,60.18715,24.82269,5,12.24927,8
40.61644,60.18715,24.82268,5,13.43134,8
41.61644,60.18715,24.82266,5,12.70032,8
42.61643,60.18716,24.82264,5,11.98627,8
43.61644,60.18716,24.82262,5,11.94312,6
44.61643,60.18716,24.8226,5,12.7829,6
45.61644,60.18716,24.82258,5,12.65704,6
46.61644,60.18717,24.82256,5,13.18512,6
47.61644,60.18717,24.82254,5,13.24896,6
48.61644,60.18716,24.82251,5,12.66663,6
49.61644,60.18716,24.82249,5,12.85773,4
50.61644,60.18716,24.82246,5,12.14722,6
51.61644,60.18716,24.82244,5,12.58716,6
52.61644,60.18716,24.82241,5,12.68848,4
53.61644,60.18716,24.82239,5,12.2287,4
54.61644,60.18716,24.82237,5,11.89887,4
55.61644,60.18716,24.82234,5,12.28284,4
56.61644,60.18716,24.82232,5,12.31049,4
57.61644,60.18716,24.8223,5,12.02283,4
58.61644,60.18716,24.82227,5,12.16071,4
59.61644,60.18717,24.82225,5,11.86206,4
60.61644,60.18717,24.82223,5,11.87219,4
61.61644,60.18717,24.8222,5,12.37579,4
62.61644,60.18717,24.82218,5,12.21082,4
63.61644,60.18717,24.82216,5,12.05457,6
64.61644,60.18718,24.82214,5,11.32873,6
65.61644,60.18718,24.82212,5,11.48431,6
66.61644,60.18718,24.8221,5,11.33404,6
67.61644,60.18718,24.82208,5,10.41388,4
68.61643,60.18718,24.82205,5,10.08502,4
69.61644,60.18718,24.82202,5,9.432129,4
70.61644,60.18718,24.822,5,9.485413,4
71.61644,60.18718,24.82198,5,9.609131,4
72.61644,60.18719,24.82196,5,9.634094,4
73.61644,60.18719,24.82194,5,9.306458,4
74.61644,60.18719,24.82192,5,9.43335,4
75.61644,60.1872,24.82189,5,9.147827,3
76.61644,60.1872,24.82187,5,9.259277,3
77.61644,60.1872,24.82185,5,9.161316,3
78.61644,60.18721,24.82183,5,9.169922,3
79.61644,60.18721,24.8218,5,8.614075,3
80.61644,60.18721,24.82178,5,8.627563,3
81.61644,60.18722,24.82176,5,8.86499,3
82.61644,60.18722,24.82174,5,9.696777,3
83.61643,60.18722,24.82172,5,9.496948,3
84.61644,60.18723,24.82169,5,9.417358,3
85.61644,60.18723,24.82167,5,8.671265,3
86.61644,60.18723,24.82165,5,8.637939,3
87.61644,60.18724,24.82162,5,8.830627,3
88.61644,60.18724,24.8216,5,8.942078,3
89.61644,60.18724,24.82158,5,8.47998,3
90.61644,60.18724,24.82156,5,8.33844,3
91.61644,60.18725,24.82154,5,7.824951,3
92.61644,60.18725,24.82151,5,7.77832,3
93.61644,60.18725,24.82149,5,7.194092,3
94.61644,60.18725,24.82147,5,7.200439,3
95.61644,60.18725,24.82145,5,7.254333,3
96.61644,60.18726,24.82143,5,7.120422,3
97.61644,60.18726,24.82141,5,7.442444,3
98.61644,60.18727,24.82139,5,8.043945,3
99.61644,60.18727,24.82137,5,7.864014,3
100.6164,60.18727,24.82135,5,8.316101,3
101.6164,60.18728,24.82133,5,8.303101,3
102.6164,60.18728,24.82131,5,8.498108,3
103.6164,60.18728,24.82129,5,8.520935,3
104.6164,60.18729,24.82126,5,8.617676,3
105.6164,60.18729,24.82124,5,8.912537,3
106.6164,60.18729,24.82122,5,9.034363,3
107.6164,60.18729,24.8212,5,9.016235,3
108.6164,60.1873,24.82118,5,9.170166,3
109.6164,60.1873,24.82116,5,8.933716,3
110.6164,60.18731,24.82114,5,8.905396,3
111.6164,60.18731,24.82112,5,9.073364,3
112.6164,60.18732,24.82111,5,9.059937,3
113.6164,60.18733,24.82109,5,9.319763,3
114.6164,60.18733,24.82107,5,9.553894,3
115.6164,60.18734,24.82104,5,9.432129,3
116.6164,60.18735,24.82102,5,9.297546,3
117.6164,60.18735,24.821,5,10.04932,4
118.6164,60.18735,24.82097,5,9.741028,4
119.6164,60.18736,24.82095,5,9.935547,4
120.6164,60.18736,24.82092,5,9.974731,3
121.6164,60.18736,24.8209,5,9.96936,3
122.6164,60.18737,24.82088,5,8.827637,3
123.6164,60.18738,24.82086,5,9.026855,3
124.6164,60.18738,24.82084,5,9.106323,3
125.6164,60.18738,24.82082,5,9.138367,4
126.6164,60.18738,24.8208,5,9.308838,4
127.6164,60.18738,24.82078,5,9.440247,4
128.6164,60.18738,24.82077,5,9.622803,4
129.6164,60.18739,24.82075,5,9.541321,4
130.6164,60.18739,24.82073,5,9.378845,4
131.6164,60.1874,24.8207,5,9.435669,4
132.6164,60.1874,24.82069,5,9.177124,3
133.6164,60.18741,24.82067,5,8.981628,3
134.6164,60.18742,24.82065,5,8.820251,3
135.6164,60.18742,24.82063,5,8.672119,3
136.6164,60.18742,24.82061,5,8.930359,4
137.6164,60.18741,24.8206,5,9.088745,4
138.6164,60.18739,24.82059,5,9.229919,4
139.6164,60.18738,24.82059,5,9.59613,3
140.6164,60.18737,24.82059,5,9.749268,3
141.6164,60.18736,24.82058,5,9.767883,3
142.6164,60.18734,24.82058,5,9.899841,3
143.6164,60.18733,24.82057,5,9.660278,3
144.6164,60.18732,24.82056,5,9.138977,3
145.6164,60.1873,24.82055,5,9.363647,3
146.6164,60.18729,24.82054,5,9.367371,3
147.6164,60.18728,24.82054,5,9.544189,3
148.6164,60.18726,24.82053,5,9.705505,3
149.6164,60.18725,24.82053,5,9.879395,3
150.6164,60.18724,24.82052,5,10.69202,4
151.6164,60.18723,24.82051,5,11.07159,4
152.6164,60.18722,24.82049,5,11.46222,4
153.6164,60.18721,24.82048,5,11.98633,4
154.6164,60.18719,24.82046,5,11.98822,4
155.6164,60.18718,24.82044,5,12.29034,4
156.6164,60.18717,24.82043,5,12.58264,4
157.6164,60.18716,24.82041,5,13.19061,4
158.6164,60.18714,24.8204,5,13.32562,4
159.6164,60.18713,24.82039,5,14.09418,4
160.6164,60.18712,24.82039,5,14.03314,4
161.6164,60.18711,24.82038,5,13.96118,4
162.6164,60.1871,24.82037,5,13.5451,4
163.6164,60.18709,24.82037,5,13.52918,4
164.6164,60.18708,24.82036,5,13.48212,4
165.6164,60.18706,24.82036,5,13.32123,4
166.6164,60.18705,24.82035,5,12.9596,4
167.6164,60.18704,24.82035,5,13.24298,4
168.6164,60.18704,24.82035,5,13.43805,4
169.6164,60.18703,24.82035,5,13.40173,4
170.6164,60.18702,24.82035,5,13.20258,4
171.6164,60.18701,24.82034,5,13.20135,4
172.6164,60.18701,24.82034,5,12.94122,4
173.6164,60.187,24.82033,5,13.00482,4
174.6164,60.18699,24.82032,5,13.35052,4
175.6164,60.18697,24.82031,5,13.58496,4
176.6164,60.18696,24.8203,5,13.72351,4
177.6164,60.18695,24.82028,10,13.31207,4
178.6164,60.18693,24.82027,10,13.50879,4
179.6164,60.18692,24.82027,10,13.52429,4
180.6164,60.18691,24.82026,10,13.44849,4
181.6164,60.1869,24.82025,10,13.15076,4
182.6164,60.18689,24.82026,10,12.85962,4
183.6164,60.18688,24.82027,10,12.88293,4
184.6164,60.18687,24.82028,10,12.79413,4
185.6164,60.18686,24.82029,10,12.21204,4
186.6164,60.18684,24.8203,10,11.86151,4
187.6164,60.18683,24.82029,10,11.98602,4
188.6164,60.18681,24.82029,10,11.87134,4
189.6164,60.18679,24.82029,10,12.01178,4
190.6164,60.18678,24.82028,10,12.27618,4
191.6164,60.18676,24.82028,10,11.91156,4
192.6164,60.18675,24.82028,10,11.67889,4
193.6164,60.18674,24.82028,5,11.90894,4
194.6164,60.18673,24.82028,5,11.84882,4
195.6164,60.18672,24.82029,5,11.38727,4
196.6164,60.18671,24.82031,5,11.30634,4
197.6164,60.1867,24.82032,5,11.40723,4
198.6164,60.18669,24.82034,5,10.95526,4
199.6164,60.18669,24.82036,5,11.25018,4
200.6164,60.18669,24.82038,5,11.23938,4
201.6164,60.18669,24.82041,5,10.8382,4
202.6164,60.18669,24.82043,5,10.7973,4
203.6164,60.18669,24.82046,5,10.80261,4
204.6164,60.18669,24.82048,5,10.83148,3
205.6164,60.18669,24.8205,5,10.75452,3
206.6164,60.18669,24.82052,5,10.75214,3
207.6164,60.18669,24.82054,5,10.58307,3
208.6164,60.18669,24.82056,5,10.46173,3
209.6164,60.18669,24.82059,5,10.74017,3
210.6164,60.18669,24.82061,5,10.52283,3
211.6164,60.18669,24.82063,5,10.48688,3
212.6164,60.18669,24.82066,5,10.25171,3
213.6164,60.18669,24.82068,5,10.16406,3
214.6164,60.18669,24.8207,5,10.12146,3
215.6164,60.18669,24.82073,5,10.20392,3
216.6164,60.18669,24.82075,5,10.28729,3
217.6164,60.18669,24.82077,5,10.23187,3
218.6164,60.18669,24.8208,5,10.18054,3
219.6164,60.18669,24.82082,5,10.10675,3
220.6164,60.18669,24.82085,5,10.23694,3
221.6164,60.18669,24.82087,5,10.17572,3
222.6164,60.18669,24.82089,5,10.2901,4
223.6164,60.18669,24.82092,5,10.09998,3
224.6164,60.18669,24.82094,5,10.01215,3
225.6164,60.18669,24.82097,5,9.840576,3
226.6164,60.18669,24.82099,5,9.743347,4
227.6164,60.18668,24.82102,5,9.520935,3
228.6164,60.18668,24.82104,5,9.710938,3
229.6164,60.18668,24.82106,5,9.607422,3
230.6164,60.18668,24.82109,5,9.341125,3
231.6164,60.18668,24.82111,5,9.429932,3
232.6164,60.18668,24.82113,5,9.459656,3
233.6164,60.18667,24.82116,5,9.424194,3
234.6164,60.18667,24.82118,5,9.55835,3
235.6164,60.18667,24.82121,5,9.523071,3
236.6164,60.18667,24.82123,5,9.093079,3
237.6164,60.18667,24.82125,5,9.193054,3
238.6164,60.18666,24.82128,5,8.888123,3
239.6164,60.18666,24.8213,5,8.756226,3
240.6164,60.18666,24.82133,5,9.357849,4
241.6164,60.18666,24.82135,5,9.44635,4
242.6164,60.18666,24.82137,5,9.351746,4
243.6164,60.18666,24.8214,5,9.419495,4
244.6164,60.18666,24.82142,5,9.538757,4
245.6164,60.18666,24.82145,5,9.627258,6
246.6164,60.18666,24.82147,5,9.558472,6
247.6164,60.18666,24.8215,5,9.602295,4
248.6164,60.18665,24.82152,5,8.994751,4
249.6164,60.18665,24.82154,5,8.944641,4
250.6164,60.18665,24.82156,5,8.971436,6
251.6164,60.18665,24.82159,5,8.928894,6
252.6164,60.18664,24.82161,5,8.842346,6
253.6164,60.18664,24.82163,5,8.577026,6
254.6164,60.18664,24.82165,5,8.068115,6
255.6164,60.18664,24.82168,5,8.085449,6
256.6164,60.18663,24.8217,5,8.162048,4
257.6164,60.18663,24.82172,5,8.176453,4
258.6164,60.18663,24.82174,5,8.014893,4
259.6164,60.18663,24.82175,5,7.568604,6
260.6164,60.18663,24.82177,5,6.995544,6
261.6164,60.18663,24.82178,5,6.995361,6
262.6164,60.18662,24.82179,5,6.605164,6
263.6164,60.18662,24.8218,5,6.370117,6
264.6164,60.18662,24.82182,5,6.518433,6
265.6164,60.18661,24.82184,5,7.179199,6
266.6164,60.18661,24.82186,5,7.630737,4
267.6164,60.18661,24.82189,5,7.367188,4
268.6164,60.1866,24.82191,5,7.163513,4
269.6164,60.1866,24.82193,5,7.291992,4
270.6164,60.1866,24.82196,5,7.273193,4
271.6164,60.18659,24.82198,5,6.774902,4
272.6164,60.18659,24.82201,5,6.511841,4
273.6164,60.18659,24.82203,5,6.480713,4
274.6164,60.18659,24.82206,5,6.654968,4
275.6164,60.18658,24.82208,5,6.772766,4
276.6164,60.18658,24.8221,5,6.85321,4
277.6164,60.18658,24.82212,5,7.122559,3
278.6164,60.18657,24.82214,5,7.389893,3
279.6164,60.18657,24.82217,5,7.22113,3
280.6164,60.18657,24.82219,5,7.223877,3
281.6164,60.18657,24.82221,5,6.865845,3
282.6164,60.18657,24.82224,5,7.017029,3
283.6164,60.18657,24.82226,5,7.387878,3
284.6164,60.18657,24.82228,5,7.101868,3
285.6164,60.18658,24.82231,5,7.238464,3
286.6164,60.18658,24.82233,5,6.928162,3
287.6164,60.18658,24.82235,5,6.947449,3
288.6164,60.18659,24.82237,5,7.042725,3
289.6164,60.1866,24.82239,5,6.866211,3
290.6164,60.18661,24.82241,5,6.571411,3
291.6164,60.18662,24.82241,5,6.636475,3
292.6164,60.18663,24.82242,5,6.42395,3
293.6164,60.18664,24.82242,5,7.026855,3
294.6164,60.18665,24.82243,5,7.116089,3
295.6164,60.18666,24.82244,5,7.289124,3
296.6164,60.18667,24.82245,5,7.78833,3
297.6164,60.18669,24.82245,5,8.05304,4
298.6164,60.1867,24.82246,5,8.139465,4
299.6164,60.18671,24.82247,5,8.265686,4
300.6164,60.18672,24.82247,5,8.459412,4
301.6164,60.18673,24.82248,5,8.611511,4
302.6164,60.18674,24.82249,5,8.388794,4
303.6164,60.18676,24.82249,5,8.401367,4
304.6164,60.18677,24.82248,5,8.108459,4
305.6164,60.18678,24.82247,5,8.165161,4
306.6164,60.18679,24.82246,5,8.386536,4
307.6164,60.1868,24.82245,5,8.7099,4
308.6164,60.18681,24.82243,5,8.594971,4
309.6164,60.18681,24.82242,5,8.712585,4
310.6164,60.18682,24.8224,5,8.757385,4
311.6164,60.18682,24.82239,5,8.623596,4
312.6164,60.18682,24.82239,5,8.478027,4
313.6164,60.18682,24.82239,5,8.444946,4
314.6164,60.18682,24.82239,5,7.674438,4
315.6164,60.18682,24.82239,5,7.584961,4
316.6164,60.18682,24.82239,5,7.560852,3
