0.0057610,34.0000000,-0.0727080,0.0414010,-0.0640160,0.9845030,5.3355050,8.2125220,0.0000000,0.0000000
0.0155260,34.0000000,-0.0858390,0.0407169,-0.0678911,0.9605530,5.2320700,8.2397650,0.0000000,0.0000000
0.0252610,34.0000000,-0.0909157,0.0430623,-0.0758478,0.9562120,5.0846260,8.2321310,0.0000000,0.0000000
0.0350270,34.0000000,-0.0857478,0.0476598,-0.0850330,0.9864490,5.0234040,8.2888630,0.0000000,0.0000000
0.0447930,34.0000000,-0.0825937,0.0558583,-0.0924651,1.0585990,5.0698070,8.3542770,0.0000000,0.0000000
0.0545580,34.0000000,-0.0746171,0.0632181,-0.0978905,1.0219250,5.1120200,8.2783850,0.0000000,0.0000000
0.0643240,34.0000000,-0.0520002,0.0772452,-0.1033296,0.9487270,5.0823810,8.2062350,0.0000000,0.0000000
0.0740900,34.0000000,-0.0262691,0.0909396,-0.1096992,0.8638540,5.1693500,8.2408130,0.0000000,0.0000000
0.0838250,34.0000000,-0.0201803,0.1052652,-0.1088607,0.8255330,5.2908980,8.3443980,0.0000000,0.0000000
0.0935900,34.0000000,-0.0318871,0.1048809,-0.1005944,0.8111630,5.3676880,8.4526230,0.0000000,0.0000000
0.1033560,34.0000000,-0.0515197,0.0990859,-0.0859513,0.7893090,5.4101990,8.5313590,0.0000000,0.0000000
0.1131220,34.0000000,-0.0747332,0.0886116,-0.0717838,0.7717950,5.4187320,8.5663860,0.0000000,0.0000000
0.1228870,34.0000000,-0.0905968,0.0818860,-0.0597223,0.7548800,5.3218830,8.5442320,0.0000000,0.0000000
0.1326530,34.0000000,-0.0909328,0.0751342,-0.0520854,0.7020400,5.2820660,8.5121990,0.0000000,0.0000000
0.1424180,34.0000000,-0.0770076,0.0723806,-0.0473704,0.6761440,5.2106640,8.4418450,0.0000000,0.0000000
0.1521530,34.0000000,-0.0557681,0.0699894,-0.0469073,0.6813830,5.1448010,8.4099610,0.0000000,0.0000000
0.1619190,34.0000000,-0.0384637,0.0697191,-0.0473315,0.6298900,5.1289340,8.4110090,0.0000000,0.0000000
0.1716850,34.0000000,-0.0332804,0.0654530,-0.0493324,0.6007010,5.1150130,8.4457370,0.0000000,0.0000000
0.1814500,34.0000000,-0.0442445,0.0556069,-0.0536228,0.5888750,5.0745970,8.4472340,0.0000000,0.0000000
0.1912160,34.0000000,-0.0637994,0.0478634,-0.0580591,0.5993540,5.1090260,8.5018700,0.0000000,0.0000000
