0.200015,99.5899,-0.007935
1.208164,99.58978,0
2.216662,99.58955,0.021133
3.224793,99.58898,0.068695
4.233128,99.58898,0.068695
5.2415,99.58898,0.068695
6.249947,99.58843,0.113617
7.258094,99.58807,0.145325
8.23357,99.58744,0.198166
9.353849,99.58742,0.200806
10.47426,99.58678,0.256302
11.59477,99.58667,0.264221
12.71519,99.58627,0.298584
13.83556,99.58603,0.317078
14.95599,99.58589,0.330292
16.07634,99.58534,0.375214
17.19681,99.58497,0.406921
18.31715,99.58497,0.406921
19.43746,99.58491,0.412201
20.55798,99.58491,0.412201
21.67834,99.58547,0.364639
22.79898,99.58579,0.338211
23.91908,99.5864,0.28537
25.03962,99.58678,0.256302
26.16008,99.58714,0.224594
27.28053,99.58729,0.21138
28.40087,99.58714,0.224594
29.52122,99.58674,0.258942
30.64178,99.58637,0.28801
31.76218,99.58633,0.290649
32.8827,99.58605,0.317078
34.00293,99.58549,0.364639
35.12343,99.58509,0.396347
36.24395,99.58345,0.533752
37.36436,99.58069,0.768906
38.48467,99.57761,1.027863
39.60516,99.57385,1.34494
40.72568,99.56956,1.70694
41.84608,99.56513,2.082138
42.96637,99.56142,2.393936
44.08692,99.55789,2.69252
45.20729,99.55451,2.97789
46.32763,99.55101,3.273834
47.44818,99.54726,3.590912
48.56858,99.5428,3.966125
49.68905,99.5393,4.264694
50.80939,99.53667,4.486649
51.93001,99.53419,4.695404
53.05038,99.53245,4.840729
54.17065,99.53158,4.914719
55.29115,99.53039,5.015121
56.41164,99.52924,5.112885
57.53216,99.52876,5.152527
58.65259,99.52861,5.165726
59.77291,99.52836,5.186874
60.89354,99.52808,5.210648
62.01392,99.5279,5.226501
63.13444,99.5279,5.226501
64.25483,99.52795,5.221222
65.37526,99.52833,5.189514
66.49574,99.52901,5.131378
67.61617,99.52947,5.094391
68.73658,99.52968,5.075897
69.85706,99.52968,5.075897
70.97756,99.52929,5.107605
72.09799,99.5288,5.149872
73.21845,99.52872,5.155167
74.33888,99.52832,5.189514
75.45928,99.52832,5.189514
76.57975,99.52852,5.17366
77.70022,99.52859,5.168381
78.82077,99.52917,5.118164
79.94105,99.52984,5.062683
81.06157,99.53018,5.033615
82.18198,99.53075,4.983414
83.30255,99.5319,4.88829
84.42298,99.53362,4.742966
85.54354,99.53591,4.550064
86.66396,99.53872,4.312256
87.78468,99.54203,4.032181
88.90481,99.54599,3.699249
90.02524,99.54977,3.379517
91.14598,99.55332,3.078293
92.26635,99.55724,2.748016
93.38684,99.56078,2.449432
94.5073,99.56461,2.12706
95.6278,99.56866,1.783569
96.74832,99.57307,1.410995
97.86877,99.57629,1.13884
98.98928,99.57886,0.922165
100.1097,99.58086,0.753052
101.2302,99.58124,0.721344
102.3507,99.58124,0.721344
103.4711,99.58124,0.721344
