-1.149658,0,0,0,0.6087579,0,0,0.793356
-1.116386,0,0,0,0.6087579,0,0,0.793356
-1.083022,0,0,0,0.6087579,0,0,0.793356
-1.049689,0,0,0,0.6087579,0,0,0.793356
-1.016416,0,0,0,0.6087579,0,0,0.793356
-0.983022,0,0,0,0.6087579,0,0,0.793356
-0.9495662,0,0,0,0.6087579,0,0,0.793356
-0.9212602,0,0,0,0.6087579,0,0,0.793356
-0.8880492,0,0,0,0.6087579,0,0,0.793356
-0.8544722,0,0,0,0.6087579,0,0,0.793356
-0.8214131,0,0,0,0.6087579,0,0,0.793356
-0.78808,0,0,0,0.6087579,0,0,0.793356
-0.7548071,0,0,0,0.6087579,0,0,0.793356
-0.7214132,0,0,0,0.6087579,0,0,0.793356
-0.6880801,0,0,0,0.6087579,0,0,0.793356
-0.654655,0,0,0,0.6087579,0,0,0.793356
-0.6214741,0,0,0,0.6087579,0,0,0.793356
-0.5882021,0,0,0,0.6087579,0,0,0.793356
-0.5548073,0,0,0,0.6087579,0,0,0.793356
-0.5214742,0,0,0,0.6087579,0,0,0.793356
-0.4882022,0.002674,-0.000474,-0.01061,0.5351088,0.2357826,-0.2371376,0.7757776
-0.4548381,0.004046,-0.004473,-0.01164,0.5350516,0.2371931,-0.2375646,0.7752563
-0.4213212,0.005811,-0.009036,-0.013308,0.5349663,0.2405502,-0.2387205,0.7739245
-0.3881713,-0.002695,0.006653,-0.006481,0.5359153,0.2422803,-0.2387539,0.772717
-0.3548682,-0.001068,0.002569,-0.007275,0.536133,0.2428897,-0.2387531,0.7723749
-0.3215962,0.001118,-0.002099,-0.008654,0.5357805,0.2444011,-0.2395449,0.7718974
-0.2882021,0.010869,-0.018035,-0.015784,0.5370107,0.2466183,-0.2399162,0.7702202
-0.2548681,0.015022,-0.0242,-0.018071,0.5372907,0.2481519,-0.239547,0.7696471
-0.2216271,0.019802,-0.031106,-0.020986,0.5371111,0.2514672,-0.240038,0.7685425
-0.1881712,0.024285,-0.036069,-0.023054,0.5359165,0.2546097,-0.2401887,0.7682948
-0.1548992,0.029595,-0.044342,-0.026511,0.5335001,0.2595624,-0.2412102,0.7679991
-0.1216272,0.035237,-0.053044,-0.029599,0.5307774,0.2634069,-0.241752,0.7684063
-0.08829314,0.039499,-0.057112,-0.035664,0.5276517,0.2677181,-0.24484,0.7680912
-0.05502111,0.04513,-0.064429,-0.036968,0.527988,0.2643879,-0.2453473,0.7688514
-0.02162725,0.051313,-0.071213,-0.037951,0.5315221,0.260529,-0.2446273,0.7679625
0.01167577,0.05455,-0.071792,-0.041595,0.5335701,0.2612341,-0.2458883,0.7658973
0.0449478,0.061082,-0.080157,-0.044744,0.5354127,0.263417,-0.2458097,0.7638864
0.07834285,0.067758,-0.08923,-0.04801,0.5361932,0.2651681,-0.245106,0.7629586
0.1116759,0.064795,-0.080076,-0.0461,0.5344795,0.2665646,-0.2456073,0.7635129
0.1449789,0.071049,-0.08761,-0.048705,0.5347854,0.2672536,-0.2443495,0.7634615
0.1783118,0.077559,-0.095058,-0.051281,0.5349934,0.2682498,-0.2438695,0.7631198
0.2115847,0.078787,-0.092946,-0.049119,0.5345568,0.2665915,-0.2434628,0.764136
0.2449478,0.085171,-0.099407,-0.050682,0.5351463,0.26408,-0.241795,0.7651244
0.2782819,0.091975,-0.106478,-0.05287,0.535282,0.2639775,-0.2417954,0.7650647
0.3115539,0.087461,-0.086477,-0.043055,0.5357933,0.2637833,-0.2409431,0.7650427
0.3449477,0.094137,-0.092018,-0.044565,0.5369987,0.2635794,-0.2393936,0.7647542
0.3782818,0.101228,-0.097987,-0.046127,0.5380455,0.263434,-0.2379993,0.7645037
0.4115848,0.088604,-0.063055,-0.030785,0.5375817,0.2622342,-0.2368902,0.7655862
0.4449179,0.095171,-0.066635,-0.031339,0.5394549,0.2627526,-0.2351488,0.7646271
0.4781899,0.101986,-0.070426,-0.031678,0.5413058,0.2624196,-0.2332005,0.7640298
0.5115539,0.094768,-0.039845,-0.017148,0.5418131,0.2607356,-0.2319999,0.7646121
0.5448868,0.100689,-0.042474,-0.016539,0.5410365,0.2597992,-0.2309927,0.7657847
0.5781628,0.106513,-0.045477,-0.016362,0.5391756,0.259519,-0.2311526,0.7671427
0.6115569,0.108568,-0.039847,-0.012882,0.5374775,0.2623394,-0.2325151,0.7669633
0.644891,0.115271,-0.042135,-0.012341,0.5387309,0.2625368,-0.229725,0.7668572
0.6781928,0.12254,-0.044285,-0.011475,0.540889,0.2633601,-0.2279275,0.765591
0.7114958,0.125851,-0.039889,-0.007984,0.5432976,0.2636032,-0.2263129,0.7642798
0.7447688,0.132835,-0.041773,-0.0066,0.5440973,0.2626901,-0.2240745,0.7646847
0.7781629,0.139672,-0.043993,-0.005555,0.5435872,0.26228,-0.2233786,0.7653915
0.8115877,0.144764,-0.036716,0.000758,0.5440459,0.2622079,-0.2224575,0.7653586
0.8447689,0.15202,-0.038262,0.002331,0.5455218,0.2617598,-0.2205496,0.7650135
0.8781318,0.159302,-0.040111,0.00418,0.5460062,0.2609031,-0.2196046,0.7652324
0.9114048,0.157425,-0.031814,0.011081,0.547052,0.2586859,-0.2171157,0.7659481
0.9447688,0.165115,-0.032897,0.01386,0.5493564,0.256437,-0.2138404,0.7659764
0.9781019,0.172943,-0.033742,0.01706,0.5520721,0.2527459,-0.2106313,0.7661399
1.011374,0.172851,-0.026147,0.02436,0.5547518,0.2488393,-0.2064134,0.7666309
1.044769,0.18131,-0.027016,0.027026,0.5575985,0.2481754,-0.2036977,0.7655065
1.078163,0.190042,-0.028111,0.029746,0.5600385,0.247412,-0.2018673,0.7644565
1.111405,0.193041,-0.024081,0.036589,0.562022,0.2458246,-0.1986824,0.7643474
1.144738,0.201665,-0.026,0.03918,0.5629903,0.2467468,-0.1962599,0.7639633
1.178071,0.210461,-0.028378,0.041628,0.5640065,0.2484776,-0.193962,0.7632393
1.211374,0.215921,-0.029465,0.046514,0.5645255,0.2496975,-0.1929848,0.762705
1.244708,0.224694,-0.032085,0.049219,0.5649347,0.2512588,-0.1928326,0.7619274
1.27798,0.233634,-0.034219,0.052279,0.5663119,0.2509448,-0.1909927,0.7614718
1.311374,0.23653,-0.034466,0.056396,0.5687244,0.2482212,-0.1880752,0.7612927
1.344769,0.2455,-0.035914,0.060258,0.5710195,0.2451284,-0.1858371,0.7611264
1.37801,0.254781,-0.037426,0.064104,0.5730471,0.2423662,-0.1841821,0.7608893
1.411313,0.259291,-0.037573,0.06534,0.5746721,0.2406002,-0.1831949,0.7604625
1.444799,0.268839,-0.03965,0.06839,0.5760887,0.2403996,-0.1830373,0.7594914
1.47798,0.278283,-0.041604,0.071951,0.57788,0.2373859,-0.1796552,0.7598859
1.511313,0.287974,-0.043747,0.075543,0.5796723,0.2342259,-0.1753431,0.7605084
