0.156232,100.305,0.013206
1.164476,100.3051,0
2.172844,100.305,0.010567
3.181026,100.305,0.010567
4.189487,100.3048,0.031708
5.197706,100.3047,0.036987
6.206108,100.3048,0.031708
7.214296,100.3047,0.036987
8.189776,100.3056,-0.036995
9.309994,100.3064,-0.10305
10.43035,100.3079,-0.229881
11.55076,100.3085,-0.28009
12.67116,100.3091,-0.330292
13.79154,100.3091,-0.330292
14.91172,100.3089,-0.317085
16.03223,100.3084,-0.277443
17.15257,100.3084,-0.277443
18.27298,100.3089,-0.317085
19.39322,100.3097,-0.383141
20.51347,100.3097,-0.383141
21.63392,100.309,-0.327652
22.75423,100.3078,-0.221954
23.87465,100.3068,-0.140045
24.99499,100.3055,-0.031708
26.11522,100.3048,0.026421
27.23571,100.3046,0.047562
28.35602,100.3039,0.10569
29.47642,100.3037,0.118904
30.59673,100.3036,0.129471
31.71704,100.3035,0.134758
32.83741,100.303,0.179672
33.95775,100.303,0.179672
35.07798,100.303,0.179672
36.19841,100.3026,0.21138
37.31876,100.302,0.264229
38.43911,100.3018,0.282722
39.55945,100.3014,0.31179
40.67964,100.3012,0.327644
41.80003,100.3012,0.332932
42.92043,100.3012,0.332932
44.04076,100.3014,0.31443
45.16108,100.3016,0.295937
46.28124,100.3016,0.295937
47.40174,100.3007,0.375206
48.52205,100.3006,0.383133
49.64239,100.3003,0.409554
50.76257,100.2999,0.435982
51.88285,100.2999,0.435982
53.00333,100.3011,0.338211
54.12365,100.3018,0.277443
55.24396,100.3025,0.216667
56.36424,100.303,0.179672
57.48455,100.3032,0.161179
58.60489,100.3034,0.142685
59.72518,100.3034,0.142685
60.84542,100.3034,0.142685
61.96588,100.3037,0.121544
63.0862,100.3041,0.087196
64.20648,100.3045,0.055489
65.32676,100.3045,0.052841
66.44711,100.3045,0.052841
67.56738,100.304,0.095123
68.6877,100.3033,0.150612
69.80797,100.3028,0.195526
70.92831,100.3023,0.240448
72.04859,100.3023,0.240448
73.16882,100.3026,0.21138
74.28904,100.3028,0.192886
75.40951,100.3031,0.169106
76.52978,100.3032,0.166466
77.65006,100.3032,0.161179
78.77034,100.3032,0.161179
79.89062,100.3036,0.129471
81.01092,100.3039,0.10569
82.13107,100.3046,0.047562
83.25135,100.3052,-0.007927
84.37182,100.3055,-0.034355
85.49206,100.3057,-0.050209
86.61235,100.306,-0.07399
87.73251,100.306,-0.07399
88.85285,100.306,-0.071342
89.97315,100.306,-0.071342
91.09342,100.3062,-0.087196
92.21363,100.3071,-0.161186
93.3338,100.3071,-0.161186
94.45424,100.3066,-0.126831
95.57442,100.3066,-0.126831
