0,0,-0,0,1111.848,1016.803,1
2.99924,0.262,-0.17788,0,1114.46,1018.577,1
19.00053,17.05184,-0.87608,0,1281.857,1025.538,1
21.50073,18.75506,0.42969,0,1298.838,1012.519,1
37.50203,35.90848,0.26039,0,1469.859,1014.207,1
47.0028,46.1877,-0.96492,0,1572.344,1026.424,1
53.00328,52.76493,-0.97902,0,1637.919,1026.564,1
56.00352,56.49667,-0.16133,0,1675.125,1018.412,1
59.00377,60.13577,2.52208,0,1711.407,991.658,1
73.0049,60.09208,18.75369,0,1710.972,829.8274,1
76.00514,60.13384,21.13004,0,1711.388,806.135,1
79.50542,56.58015,22.66503,0,1675.958,790.831,1
126.5092,9.03194,22.5899,0,1201.898,791.58,1
128.0093,8.59517,23.0616,0,1197.543,786.8772,1
129.0094,8.56815,23.12824,0,1197.274,786.2127,1
130.5095,8.5644,23.33883,0,1197.236,784.1131,1
132.0097,8.52002,23.71641,0,1196.794,780.3486,1
133.0098,8.35787,23.73926,0,1195.177,780.1208,1
139.0102,0.01244,24.79136,0,1111.972,769.6313,1
184.0139,-44.21367,26.00511,0,671.0341,757.5301,1
185.014,-44.34725,26.03071,0,669.7022,757.2749,1
186.5141,-44.57899,26.16699,0,667.3918,755.9161,1
188.0142,-44.16797,26.20516,0,671.4897,755.5356,1
190.0144,-44.11074,26.03143,0,672.0603,757.2677,1
192.5145,-43.89377,26.21624,0,674.2235,755.4252,1
196.0148,-43.81832,26.26695,0,674.9757,754.9195,1
198.015,-43.82929,26.1876,0,674.8664,755.7106,1
199.0151,-44.49815,25.97566,0,668.1977,757.8237,1
205.5156,-48.09575,23.33498,0,632.3294,784.1516,1
206.5157,-48.15901,23.34196,0,631.6987,784.0819,1
