0,0,-0,0,964.1282,370.4263,1
2.00009,0.10127,-0.05443,0,965.1998,371.0023,1
14.5011,12.88579,-0.67161,0,1100.486,377.5332,1
25.00195,26.63947,-0.51111,0,1246.027,375.8348,1
29.00227,29.85229,-0.61701,0,1280.025,376.9555,1
31.00243,32.39088,-1.86611,0,1306.889,390.1734,1
32.50256,34.62003,-2.22453,0,1330.478,393.9663,1
38.003,39.90158,-2.71202,0,1386.367,399.1249,1
42.00332,43.76247,-2.69119,0,1427.223,398.9044,1
57.00454,51.95864,-2.65781,4.19,1513.955,398.5512,2
58.00461,52.6202,-2.56332,4.19,1520.956,397.5513,2
58.50466,53.02963,-2.39973,4.19,1525.288,395.8203,2
59.0047,53.37685,-1.72715,4.19,1528.963,388.703,2
60.00478,53.1677,-0.53067,4.19,1526.749,376.0419,2
61.00486,51.95964,0.44467,4.19,1513.966,365.7208,2
64.0051,48.93259,0.61612,4.19,1481.933,363.9065,2
69.0055,44.10353,1.03427,4.19,1430.832,359.4816,2
78.00623,34.60563,1.12522,4.19,1330.325,358.5192,2
79.00631,33.04984,1.11632,4.19,1313.862,358.6134,2
89.50716,21.9221,0.92375,4.19,1196.108,360.6511,2
96.00769,13.40899,0.84474,4.19,1106.022,361.4872,2
116.0093,-8.87962,1.0642,4.19,870.1639,359.1649,2
117.0094,-9.88636,0.99933,4.19,859.5106,359.8514,2
118.0095,-10.25257,0.11093,4.19,855.6353,369.2524,2
118.5095,-9.86355,-0.66139,4.19,859.752,377.4251,2
120.0096,-8.83324,-1.11082,4.19,870.6548,382.181,2
132.0106,-2.15047,-1.10748,1.39667,941.3718,382.1457,NaN
138.0111,-0.0666,-0.15924,0,963.4233,372.1114,1
142.0114,-0.05808,-0.1126,0,963.5136,371.6178,1
