0,0,-0,0,1131.262,994.5822,1
21.00062,23.25266,0.06018,0,1363.093,993.9822,1
41.00224,47.00116,0.51688,0,1599.868,989.4289,1
45.00137,53.85169,1.43028,0,1668.168,980.3221,1
50.00177,56.1352,9.19422,0,1690.935,902.915,1
57.00234,55.6785,13.76124,0,1686.381,857.3814,1
60.00258,53.39499,16.04475,0,1663.615,834.6146,1
62.50278,48.37127,18.78496,0,1613.528,807.2945,1
65.00298,44.26095,18.78496,0,1572.547,807.2945,1
71.00347,37.41042,16.50145,0,1504.247,830.0613,1
81.50432,25.99287,15.13134,0,1390.413,843.7213,1
85.0046,23.70936,16.95815,0,1367.646,825.5079,1
95.00541,9.5516,16.04475,0,1226.492,834.6146,1
98.50569,6.81139,12.84783,0,1199.172,866.4881,1
114.507,0.87426,0.51688,0,1139.978,989.4289,1
