0.001467,0.236883,0.295049,-0.073919
0.011477,0.13238,0.269412,-0.118038
0.025454,0.071589,0.219542,-0.162169
0.035464,0.080101,0.180428,-0.183237
0.045474,0.117403,0.141382,-0.195904
0.055483,0.172876,0.098079,-0.191549
0.065463,0.231557,0.061122,-0.180858
0.075472,0.263638,0.025076,-0.159377
0.085482,0.249892,-0.003702,-0.14094
0.095461,0.189239,-0.020962,-0.12771
0.105471,0.090207,-0.033032,-0.120743
0.115481,-0.019547,-0.037631,-0.131926
0.125491,-0.105866,-0.036848,-0.141129
0.13547,-0.145306,-0.033784,-0.14737
0.14548,-0.140004,-0.033728,-0.154865
0.155489,-0.100611,-0.030373,-0.160414
0.165469,-0.016484,-0.02049,-0.165159
0.175478,0.09751,-0.033837,-0.168791
0.185488,0.206118,-0.035475,-0.185297
0.195468,0.267852,-0.042578,-0.204739
0.205477,0.292311,-0.050891,-0.221861
0.215487,0.288033,-0.048765,-0.226126
0.225497,0.29549,-0.046621,-0.225112
0.235476,0.293358,-0.041335,-0.22301
0.245486,0.268856,-0.03825,-0.221852
0.255496,0.229402,-0.035165,-0.232362
0.265475,0.160087,-0.035318,-0.254442
0.275465,0.059881,-0.034532,-0.275318
0.285474,-0.030746,-0.034755,-0.299432
0.295484,-0.101108,-0.044464,-0.320364
0.305463,-0.16401,-0.052034,-0.339214
0.315473,-0.2045,-0.059581,-0.345365
0.325483,-0.194921,-0.06059,-0.348603
0.335462,-0.13525,-0.057215,-0.342509
0.345472,-0.072358,-0.054923,-0.328952
0.355482,-0.054184,-0.056007,-0.309821
0.365491,-0.067889,-0.064737,-0.269136
0.375471,-0.059102,-0.082026,-0.195409
0.38548,-0.044974,-0.092966,-0.114287
0.39549,-0.030949,-0.088939,-0.057829
0.405469,-0.0085,-0.083678,-0.0313
0.415479,0.054353,-0.080271,-0.02949
0.425489,0.149136,-0.076703,-0.036369
0.435468,0.243908,-0.079468,-0.049599
0.445478,0.285412,-0.075019,-0.060502
0.455488,0.281137,-0.075015,-0.06475
0.465498,0.239567,-0.079368,-0.074123
0.475477,0.16708,-0.074275,-0.086627
0.485487,0.093555,-0.062878,-0.087439
0.495496,0.045608,-0.04505,-0.08202
0.505476,0.049902,-0.032381,-0.066136
0.515485,0.079784,-0.03129,-0.049212
0.525495,0.106472,-0.046091,-0.038548
0.535505,0.158718,-0.066074,-0.033298
0.545484,0.199229,-0.09137,-0.03542
0.555494,0.223744,-0.102941,-0.03651
0.565504,0.219507,-0.107226,-0.03112
0.575483,0.1833,-0.11267,-0.029838
0.585493,0.121519,-0.116084,-0.029519
0.595502,0.046956,-0.113197,-0.025989
0.605512,-0.009498,-0.112358,-0.023595
0.615491,-0.054215,-0.103035,-0.011721
0.625501,-0.08397,-0.103253,0.010831
0.635511,-0.075387,-0.113894,0.024748
0.64549,-0.01996,-0.130668,0.026755
0.6555,0.037555,-0.143141,0.018047
0.66551,0.077988,-0.150328,-0.000226
0.67552,0.102394,-0.13528,-0.022872
0.685499,0.116156,-0.10335,-0.034932
0.695509,0.08945,-0.061005,-0.038347
0.705518,0.039304,-0.015566,-0.041677
0.715498,0.00085,0.023603,-0.055683
0.725507,0.01033,0.053431,-0.075176
0.735517,0.050762,0.065296,-0.085066
0.745496,0.117839,0.079358,-0.089764
0.755506,0.181742,0.076441,-0.095378
0.765516,0.237111,0.060808,-0.110453
0.775526,0.259481,0.05031,-0.115809
0.785505,0.265866,0.05881,-0.113774
0.795515,0.247751,0.07145,-0.109521
0.805524,0.194442,0.090369,-0.114757
0.815504,0.098524,0.098541,-0.123974
0.825513,0.017509,0.109961,-0.135422
0.835523,-0.019804,0.115156,-0.14169
0.845533,-0.024024,0.112963,-0.129915
0.855512,0.015507,0.102356,-0.09907
0.865522,0.065723,0.084334,-0.061813
0.875532,0.102052,0.054673,-0.041471
0.885511,0.105304,0.029202,-0.035946
0.895521,0.084013,0.010049,-0.03996
0.905531,0.047819,-0.001765,-0.03756
0.91554,0.009483,-0.001929,-0.033109
0.92552,-0.017112,-0.001023,-0.021253
0.935529,-0.028771,-0.00327,-0.004106
0.945539,-0.019133,-0.016008,0.005555
0.955518,0.005413,-0.023392,0.016169
0.965528,0.051239,-0.017957,0.024446
0.975538,0.101301,-0.01141,0.025224
0.985517,0.15452,-0.004795,0.014249
0.995527,0.187481,-0.00458,-0.005116
1.005537,0.189516,0.010384,-0.027656
1.015546,0.1596,0.01887,-0.051059
1.025526,0.143554,0.024199,-0.069167
1.035535,0.136068,0.029505,-0.075577
1.045545,0.127537,0.035838,-0.075587
1.055524,0.133951,0.04112,-0.066056
1.065534,0.143551,0.04008,-0.062892
1.075544,0.145688,0.035845,-0.062868
1.085554,0.132901,0.035802,-0.063874
1.095533,0.110552,0.030394,-0.059457
1.105543,0.097796,0.0356,-0.048768
1.115552,0.120208,0.037739,-0.035018
1.125532,0.168184,0.034686,-0.024549
1.135542,0.234242,0.029625,-0.023753
1.145551,0.254506,0.009557,-0.025821
1.155561,0.321612,-0.002885,-0.033508
1.16554,0.37383,0.012101,-0.02107
1.17555,0.386604,0.029095,-0.015931
1.18556,0.336512,0.036353,-0.020021
1.195539,0.25978,0.032939,-0.03137
1.205549,0.174506,0.026346,-0.050122
1.215559,0.10737,0.014487,-0.062515
1.225568,0.086068,0.012285,-0.062397
1.235548,0.089319,0.000573,-0.05058
1.245557,0.108555,-0.010028,-0.036713
1.255567,0.157629,-0.0163,-0.017687
