0,0.0005805763,-0.002205905,0.0007812212,0.6383624,0.2425653,-0.7220299,0.111033
0.01001,0.001397432,-0.004638623,-0.0008293305,0.6382266,0.2427643,-0.7221154,0.110823
0.02002,0.002116773,-0.006956805,-0.002054155,0.6380416,0.2428688,-0.7222618,0.1107049
0.03003,0.00273826,-0.009058643,-0.0029241,0.637728,0.2475128,-0.72158,0.1065959
0.040009,0.003272852,-0.01083585,-0.003485103,0.6370113,0.2621454,-0.7188158,0.09380995
0.050019,0.003734087,-0.012193,-0.003792269,0.6354404,0.2789547,-0.7156122,0.07936571
0.060028,0.004141106,-0.01302074,-0.003912753,0.6308632,0.2630035,-0.7239931,0.0931383
0.070038,0.004473436,-0.01323036,-0.003897984,0.6223408,0.2030199,-0.742296,0.143079
0.080017,0.004733771,-0.01276899,-0.003802317,0.5979128,0.07701598,-0.7589569,0.2460756
0.090027,0.004933551,-0.01161425,-0.003681288,0.4997502,-0.1719137,-0.7174089,0.4538942
0.100037,0.005095406,-0.009774023,-0.00359532,0.1415455,-0.5152358,-0.4539378,0.713048
0.110047,0.005257435,-0.007273954,-0.003547727,0.3077968,0.6657912,0.05628961,-0.6773586
0.120026,0.005355832,-0.004114549,-0.003426862,0.4760986,0.6576828,-0.1304469,-0.5690054
0.130036,0.005238975,-0.0003421796,-0.00325529,0.5134034,0.6475803,-0.1767771,-0.5346089
0.140046,0.004998537,0.003664607,-0.003094253,0.5201532,0.6452116,-0.1852743,-0.5280304
0.150055,0.004719889,0.007581445,-0.00293811,0.5197924,0.6452031,-0.184632,-0.5286206
0.160035,0.004437731,0.01122664,-0.002781674,0.5174704,0.6458136,-0.1814188,-0.5312592
0.170044,0.004162108,0.01452829,-0.002624164,0.5144753,0.6466033,-0.1773372,-0.5345754
0.180054,0.00389425,0.01741812,-0.002468351,0.5112047,0.6474313,-0.1729075,-0.53815
0.192047,0.003578576,0.02034426,-0.002273243,0.5062445,0.6487242,-0.1663658,-0.5433193
0.202057,0.003306666,0.02208029,-0.002098567,0.5027176,0.6495578,-0.1617044,-0.546993
0.212067,0.003030374,0.02328932,-0.001912692,0.4991403,0.6503493,-0.1569877,-0.5506901
0.222046,0.002745606,0.02394263,-0.001717004,0.4955627,0.651058,-0.1522527,-0.5544007
0.232037,0.002448805,0.02402225,-0.001513055,0.4919426,0.6517071,-0.1474605,-0.5581449
0.242048,0.002138811,0.0234971,-0.00130436,0.4882512,0.652343,-0.1426149,-0.5618901
0.252058,0.00181938,0.02233638,-0.001097737,0.4845449,0.6529301,-0.1377697,-0.565613
