0,0,-0,0,3825.2,1571.5,1
11.99174,7.56224,5.4438,0,4004.4,1442.5,1
16.98829,6.95456,11.49106,0,3990,1299.2,1
27.98072,5.74764,25.40018,0,3961.4,969.6,1
30.97865,5.68856,29.72146,0,3960,867.2,1
34.9759,2.89492,33.43506,0,3893.8,779.2,1
39.97246,-1.65424,35.87422,0,3786,721.4,1
41.97108,-6.48192,36.925,0,3671.6,696.5,1
56.96075,-31.43478,36.9461,0,3080.3,696,1
76.94698,-67.7943,38.4442,0,2218.7,660.5,1
97.93253,-102.4869,44.74466,0,1396.6,511.2,1
116.4198,-132.5741,50.91858,0,683.6327,364.8986,1
119.9174,-136.8148,48.59483,0,583.143,419.9637,1
124.4143,-139.2768,43.61713,0,524.8019,537.9186,1
144.9002,-140.0078,11.49106,0,507.48,1299.2,1
165.8857,-140.0078,-33.26204,0,507.48,2359.7,1
172.8809,-140.1689,-44.55183,0,503.6617,2627.231,1
176.8781,-137.3491,-46.63401,0,570.4811,2676.571,1
194.8657,-110.6737,-46.26681,0,1202.6,2667.87,1
265.3172,6.31981,-44.66933,0,3974.958,2630.015,1
267.3158,7.78633,-43.69339,0,4009.71,2606.888,1
282.8052,6.84906,-12.35616,0,3987.5,1864.3,1
287.8017,5.97677,-4.17648,0,3966.83,1670.469,1
289.8003,5.20285,-2.92568,0,3948.49,1640.829,1
293.7976,3.32973,-0.54097,0,3904.104,1584.319,1
295.2965,0.78236,0.19976,0,3843.739,1566.766,1
297.7948,0.79656,0.26927,0,3844.076,1565.119,1
302.2917,0.60346,0.29962,0,3839.5,1564.4,1
