0.155514,99.87572,0.010567
1.163708,99.87559,0.021133
2.171869,99.87559,0.021133
3.179993,99.87579,0.00528
4.18818,99.87642,-0.047562
5.196166,99.87642,-0.047562
6.204395,99.87595,-0.007927
7.212649,99.87588,-0.002647
8.188075,99.87528,0.047562
9.308237,99.87525,0.050201
10.42848,99.87437,0.124184
11.54868,99.87409,0.147964
12.66871,99.873,0.240448
13.78893,99.87267,0.266869
14.90927,99.87253,0.280083
16.02946,99.87238,0.293297
17.14971,99.87225,0.303864
18.26978,99.87188,0.332932
19.39,99.87106,0.404274
20.51041,99.87062,0.441261
21.6306,99.87062,0.441261
22.75085,99.87077,0.428055
23.87093,99.8713,0.383133
24.99133,99.87233,0.295937
26.11158,99.87249,0.282722
27.2318,99.87249,0.282722
28.35205,99.87221,0.306503
29.47218,99.87193,0.330284
30.59246,99.87188,0.332932
31.71278,99.87188,0.332932
32.83293,99.8717,0.348785
33.95326,99.87148,0.367279
35.07336,99.87148,0.367279
36.19379,99.87084,0.422768
37.31402,99.87063,0.438622
38.43423,99.87027,0.470329
39.55448,99.86977,0.512604
40.67458,99.8695,0.533745
41.79498,99.86925,0.554886
42.91525,99.8689,0.586594
44.0355,99.8689,0.586594
45.15575,99.86889,0.586594
46.27599,99.86893,0.583946
47.39633,99.86894,0.581306
48.51658,99.86913,0.565453
49.63683,99.86913,0.565453
50.75708,99.86911,0.568092
51.87725,99.8691,0.568092
52.99746,99.8688,0.594521
54.11776,99.86829,0.636795
55.23789,99.86744,0.708138
56.35832,99.86687,0.755699
57.4786,99.86626,0.808548
58.59887,99.86626,0.808548
59.71912,99.8666,0.77948
60.83925,99.86715,0.731918
61.95964,99.86723,0.723991
63.08008,99.86742,0.708138
64.20021,99.86762,0.692284
65.32043,99.86874,0.5998
66.44058,99.86958,0.528458
67.56104,99.87009,0.486183
68.68129,99.87093,0.414841
69.80156,99.87122,0.39106
70.92185,99.87122,0.39106
72.04199,99.87099,0.409554
73.16245,99.87093,0.414841
74.28254,99.87065,0.438622
75.4029,99.87013,0.480896
76.52315,99.86961,0.525818
77.6434,99.86916,0.562813
78.76382,99.86897,0.578667
79.88414,99.86897,0.578667
81.00434,99.86945,0.539032
82.12456,99.86984,0.504677
83.2449,99.86991,0.499397
84.36526,99.87002,0.49147
85.48553,99.87026,0.470329
86.60578,99.87045,0.454475
87.72609,99.87059,0.441261
88.84641,99.87065,0.438622
89.96672,99.87062,0.441261
91.08703,99.87062,0.441261
92.20719,99.87054,0.446548
93.32753,99.87054,0.446548
94.44779,99.87093,0.414841
95.56811,99.87133,0.380493
96.68848,99.87165,0.354065
97.80861,99.87231,0.298576
98.9292,99.87231,0.298576
100.0493,99.87215,0.31179
101.1697,99.87186,0.335571
102.29,99.87181,0.340858
103.4101,99.87181,0.340858
104.5306,99.87199,0.325005
105.6508,99.87257,0.277443
106.7712,99.87297,0.243088
107.8914,99.87297,0.243088
109.0116,99.87222,0.303864
110.132,99.87114,0.396347
111.2524,99.8698,0.509964
112.3726,99.86778,0.67907
113.493,99.86578,0.848183
114.6133,99.86362,1.030502
115.7336,99.86134,1.223389
116.8539,99.85877,1.437416
117.9742,99.85619,1.656731
119.0945,99.85323,1.905106
120.2148,99.85004,2.171982
121.3352,99.84721,2.412437
122.4554,99.84441,2.647598
123.5757,99.84151,2.893333
124.6961,99.83852,3.144356
125.8165,99.8354,3.405945
126.9368,99.83231,3.667534
128.0571,99.82958,3.897415
129.1773,99.82732,4.087662
130.2977,99.82565,4.227707
131.4179,99.82488,4.29377
132.5384,99.82474,4.304337
133.6588,99.8247,4.309624
134.7789,99.82474,4.304337
135.8993,99.82521,4.264702
137.0198,99.82521,4.264702
138.1401,99.82453,4.32283
139.2603,99.82284,4.465515
140.3806,99.82045,4.666336
141.5011,99.81687,4.96756
142.6214,99.81345,5.258217
143.7417,99.81004,5.543587
144.8621,99.80666,5.828957
145.9823,99.80301,6.13546
147.1027,99.79977,6.410263
148.223,99.79666,6.67186
149.3433,99.7937,6.920227
150.4636,99.79132,7.121048
151.584,99.7894,7.282227
152.7043,99.78816,7.387924
153.8246,99.78741,7.45134
